name,value,year,lastValue,rank,colour
BTC,1,2019.345,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.342,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.34,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.337,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.334,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.332,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.329,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.326,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.323,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.321,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.318,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.315,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.312,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.31,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.307,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.304,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.301,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.299,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.296,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.293,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.29,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.288,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.285,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.282,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.279,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.277,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.274,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.271,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.268,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.266,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.263,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.26,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.258,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.255,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.252,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.249,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.247,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.244,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.241,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.238,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.236,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.233,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.23,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.227,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.225,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.222,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.219,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.216,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.214,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.211,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.208,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.205,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.203,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
BTC,1,2019.2,1,1,"{'h': 8.66, 's': 0.75, 'l': 0.75}"
